"id";"id_pegawai";"kode_jabatan";"jenis";"jumlah";"valid_from";"valid_to"
1603;PGW080;JB04;GAJI POKOK;3.202E7;2000-01-01;2010-12-31
726;PGW080;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
223;PGW080;JB01;GAJI POKOK;2010000.0;2020-01-01;
27;PGW079;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
853;PGW079;JB02;GAJI POKOK;6010000.0;2000-01-01;2010-12-31
1658;PGW079;JB04;GAJI POKOK;8005000.0;2020-01-01;
670;PGW078;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
839;PGW078;JB02;GAJI POKOK;3005000.0;2020-01-01;
338;PGW078;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
1048;PGW077;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
1544;PGW077;JB04;GAJI POKOK;3.202E7;2020-01-01;
1648;PGW077;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
556;PGW076;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
1768;PGW076;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
110;PGW076;JB01;GAJI POKOK;3015000.0;2020-01-01;
63;PGW075;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
272;PGW075;JB01;GAJI POKOK;3015000.0;2020-01-01;
1200;PGW075;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
355;PGW074;JB01;GAJI POKOK;2010000.0;2000-01-01;2010-12-31
1411;PGW074;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
93;PGW074;JB01;GAJI POKOK;1005000.0;2020-01-01;
225;PGW073;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
254;PGW073;JB01;GAJI POKOK;1005000.0;2020-01-01;
602;PGW073;JB02;GAJI POKOK;9015000.0;2000-01-01;2010-12-31
1292;PGW072;JB03;GAJI POKOK;5005000.0;2020-01-01;
1794;PGW072;JB04;GAJI POKOK;2.4E7;2011-01-01;2019-12-31
1573;PGW072;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
1384;PGW071;JB04;GAJI POKOK;2.4E7;2011-01-01;2019-12-31
77;PGW071;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
776;PGW071;JB02;GAJI POKOK;9015000.0;2020-01-01;
62;PGW070;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
980;PGW070;JB03;GAJI POKOK;1.001E7;2020-01-01;
1703;PGW070;JB04;GAJI POKOK;1.6E7;2011-01-01;2019-12-31
1042;PGW069;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
402;PGW069;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
37;PGW069;JB01;GAJI POKOK;3015000.0;2020-01-01;
850;PGW068;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
92;PGW068;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
1638;PGW068;JB04;GAJI POKOK;1.601E7;2020-01-01;
1764;PGW067;JB04;GAJI POKOK;3.202E7;2020-01-01;
322;PGW067;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
1194;PGW067;JB03;GAJI POKOK;1.5015E7;2000-01-01;2010-12-31
1575;PGW066;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
67;PGW066;JB01;GAJI POKOK;1005000.0;2020-01-01;
1770;PGW066;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
973;PGW065;JB03;GAJI POKOK;1.5015E7;2020-01-01;
710;PGW065;JB02;GAJI POKOK;6010000.0;2000-01-01;2010-12-31
429;PGW065;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
538;PGW064;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
467;PGW064;JB02;GAJI POKOK;3005000.0;2020-01-01;
282;PGW064;JB01;GAJI POKOK;2010000.0;2000-01-01;2010-12-31
1076;PGW063;JB03;GAJI POKOK;5005000.0;2020-01-01;
1115;PGW063;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
1377;PGW063;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
1148;PGW062;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
1348;PGW062;JB03;GAJI POKOK;5005000.0;2020-01-01;
1298;PGW062;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
633;PGW061;JB02;GAJI POKOK;9015000.0;2000-01-01;2010-12-31
1771;PGW061;JB04;GAJI POKOK;3.202E7;2020-01-01;
416;PGW061;JB01;GAJI POKOK;2000000.0;2011-01-01;2019-12-31
1280;PGW060;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
1297;PGW060;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
1127;PGW060;JB03;GAJI POKOK;1.001E7;2020-01-01;
1041;PGW059;JB03;GAJI POKOK;1.5E7;2011-01-01;2019-12-31
526;PGW059;JB02;GAJI POKOK;6010000.0;2020-01-01;
339;PGW059;JB01;GAJI POKOK;2010000.0;2000-01-01;2010-12-31
1708;PGW058;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
1471;PGW058;JB04;GAJI POKOK;3.202E7;2020-01-01;
1675;PGW058;JB04;GAJI POKOK;2.4E7;2011-01-01;2019-12-31
1714;PGW057;JB04;GAJI POKOK;2.4015E7;2020-01-01;
12;PGW057;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
1754;PGW057;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
1630;PGW056;JB04;GAJI POKOK;3.202E7;2020-01-01;
837;PGW056;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
1343;PGW056;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
374;PGW055;JB01;GAJI POKOK;1005000.0;2020-01-01;
29;PGW055;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
478;PGW055;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
1731;PGW054;JB04;GAJI POKOK;1.601E7;2020-01-01;
894;PGW054;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
1666;PGW054;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
951;PGW053;JB03;GAJI POKOK;1.0E7;2011-01-01;2019-12-31
1743;PGW053;JB04;GAJI POKOK;1.601E7;2020-01-01;
1267;PGW053;JB03;GAJI POKOK;1.5015E7;2000-01-01;2010-12-31
373;PGW052;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
889;PGW052;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
1400;PGW052;JB04;GAJI POKOK;3.202E7;2020-01-01;
516;PGW051;JB02;GAJI POKOK;6010000.0;2000-01-01;2010-12-31
1176;PGW051;JB03;GAJI POKOK;1.001E7;2020-01-01;
137;PGW051;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
1099;PGW050;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
914;PGW050;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
497;PGW050;JB02;GAJI POKOK;9015000.0;2020-01-01;
1518;PGW049;JB04;GAJI POKOK;3.202E7;2020-01-01;
377;PGW049;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
94;PGW049;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
804;PGW048;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
1050;PGW048;JB03;GAJI POKOK;1.5015E7;2020-01-01;
1522;PGW048;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
35;PGW047;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
577;PGW047;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
87;PGW047;JB01;GAJI POKOK;2010000.0;2020-01-01;
1375;PGW046;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
1132;PGW046;JB03;GAJI POKOK;5005000.0;2020-01-01;
1654;PGW046;JB04;GAJI POKOK;1.601E7;2000-01-01;2010-12-31
15;PGW045;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
916;PGW045;JB03;GAJI POKOK;1.5015E7;2020-01-01;
534;PGW045;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
1383;PGW044;JB04;GAJI POKOK;1.6E7;2011-01-01;2019-12-31
54;PGW044;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
51;PGW044;JB01;GAJI POKOK;2010000.0;2020-01-01;
1660;PGW043;JB04;GAJI POKOK;8000000.0;2011-01-01;2019-12-31
1103;PGW043;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
1352;PGW043;JB03;GAJI POKOK;1.5015E7;2020-01-01;
1272;PGW042;JB03;GAJI POKOK;1.5015E7;2000-01-01;2010-12-31
612;PGW042;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
1781;PGW042;JB04;GAJI POKOK;1.601E7;2020-01-01;
1410;PGW041;JB04;GAJI POKOK;2.4E7;2011-01-01;2019-12-31
1192;PGW041;JB03;GAJI POKOK;5005000.0;2020-01-01;
580;PGW041;JB02;GAJI POKOK;9015000.0;2000-01-01;2010-12-31
263;PGW040;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
1282;PGW040;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
870;PGW040;JB02;GAJI POKOK;9015000.0;2020-01-01;
1719;PGW039;JB04;GAJI POKOK;8000000.0;2011-01-01;2019-12-31
1184;PGW039;JB03;GAJI POKOK;5005000.0;2020-01-01;
1560;PGW039;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
249;PGW038;JB01;GAJI POKOK;3015000.0;2020-01-01;
1376;PGW038;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
40;PGW038;JB01;GAJI POKOK;2000000.0;2011-01-01;2019-12-31
419;PGW037;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
1170;PGW037;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
360;PGW037;JB01;GAJI POKOK;1005000.0;2020-01-01;
1649;PGW036;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
256;PGW036;JB01;GAJI POKOK;2000000.0;2011-01-01;2019-12-31
1203;PGW036;JB03;GAJI POKOK;1.5015E7;2020-01-01;
72;PGW035;JB01;GAJI POKOK;2010000.0;2020-01-01;
930;PGW035;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
275;PGW035;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
1208;PGW034;JB03;GAJI POKOK;1.5015E7;2000-01-01;2010-12-31
386;PGW034;JB01;GAJI POKOK;3015000.0;2020-01-01;
924;PGW034;JB03;GAJI POKOK;5000000.0;2011-01-01;2019-12-31
1747;PGW033;JB04;GAJI POKOK;2.4015E7;2020-01-01;
1624;PGW033;JB04;GAJI POKOK;1.6E7;2011-01-01;2019-12-31
1186;PGW033;JB03;GAJI POKOK;1.5015E7;2000-01-01;2010-12-31
1492;PGW032;JB04;GAJI POKOK;8000000.0;2011-01-01;2019-12-31
366;PGW032;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
678;PGW032;JB02;GAJI POKOK;9015000.0;2020-01-01;
356;PGW031;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
623;PGW031;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
573;PGW031;JB02;GAJI POKOK;3005000.0;2020-01-01;
50;PGW030;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
206;PGW030;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
736;PGW030;JB02;GAJI POKOK;3005000.0;2020-01-01;
1519;PGW029;JB04;GAJI POKOK;1.601E7;2000-01-01;2010-12-31
1432;PGW029;JB04;GAJI POKOK;8005000.0;2020-01-01;
876;PGW029;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
228;PGW028;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
1720;PGW028;JB04;GAJI POKOK;1.6E7;2011-01-01;2019-12-31
1130;PGW028;JB03;GAJI POKOK;5005000.0;2020-01-01;
1018;PGW027;JB03;GAJI POKOK;1.001E7;2020-01-01;
1766;PGW027;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
560;PGW027;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
547;PGW026;JB02;GAJI POKOK;3005000.0;2020-01-01;
647;PGW026;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
134;PGW026;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
1;PGW025;JB01;GAJI POKOK;1005000.0;2020-01-01;
544;PGW025;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
649;PGW025;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
494;PGW024;JB02;GAJI POKOK;3005000.0;2020-01-01;
1394;PGW024;JB04;GAJI POKOK;8000000.0;2011-01-01;2019-12-31
209;PGW024;JB01;GAJI POKOK;2010000.0;2000-01-01;2010-12-31
1494;PGW023;JB04;GAJI POKOK;3.2E7;2011-01-01;2019-12-31
902;PGW023;JB03;GAJI POKOK;1.5015E7;2020-01-01;
127;PGW023;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
1188;PGW022;JB03;GAJI POKOK;1.0E7;2011-01-01;2019-12-31
1661;PGW022;JB04;GAJI POKOK;3.202E7;2000-01-01;2010-12-31
565;PGW022;JB02;GAJI POKOK;3005000.0;2020-01-01;
1546;PGW021;JB04;GAJI POKOK;2.4E7;2011-01-01;2019-12-31
1019;PGW021;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
564;PGW021;JB02;GAJI POKOK;9015000.0;2020-01-01;
443;PGW020;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
1108;PGW020;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
1751;PGW020;JB04;GAJI POKOK;2.4015E7;2020-01-01;
1487;PGW019;JB04;GAJI POKOK;3.202E7;2020-01-01;
74;PGW019;JB01;GAJI POKOK;2000000.0;2011-01-01;2019-12-31
1306;PGW019;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
533;PGW018;JB02;GAJI POKOK;6010000.0;2020-01-01;
274;PGW018;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
893;PGW018;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
1439;PGW017;JB04;GAJI POKOK;8005000.0;2000-01-01;2010-12-31
405;PGW017;JB01;GAJI POKOK;1005000.0;2020-01-01;
829;PGW017;JB02;GAJI POKOK;6000000.0;2011-01-01;2019-12-31
389;PGW016;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
578;PGW016;JB02;GAJI POKOK;6010000.0;2000-01-01;2010-12-31
1266;PGW016;JB03;GAJI POKOK;1.5015E7;2020-01-01;
25;PGW015;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
986;PGW015;JB03;GAJI POKOK;5005000.0;2020-01-01;
1637;PGW015;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
1049;PGW014;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
483;PGW014;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
528;PGW014;JB02;GAJI POKOK;9015000.0;2020-01-01;
248;PGW013;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
320;PGW013;JB01;GAJI POKOK;3015000.0;2020-01-01;
396;PGW013;JB01;GAJI POKOK;2000000.0;2011-01-01;2019-12-31
518;PGW012;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
1039;PGW012;JB03;GAJI POKOK;1.5015E7;2020-01-01;
383;PGW012;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
1366;PGW011;JB03;GAJI POKOK;5005000.0;2020-01-01;
1653;PGW011;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
1053;PGW011;JB03;GAJI POKOK;1.5E7;2011-01-01;2019-12-31
415;PGW010;JB01;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
10;PGW010;JB01;GAJI POKOK;1005000.0;2020-01-01;
1046;PGW010;JB03;GAJI POKOK;1.001E7;2000-01-01;2010-12-31
1426;PGW009;JB04;GAJI POKOK;1.6E7;2011-01-01;2019-12-31
232;PGW009;JB01;GAJI POKOK;3015000.0;2020-01-01;
1699;PGW009;JB04;GAJI POKOK;2.4015E7;2000-01-01;2010-12-31
406;PGW008;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
1273;PGW008;JB03;GAJI POKOK;1.0E7;2011-01-01;2019-12-31
1687;PGW008;JB04;GAJI POKOK;1.601E7;2020-01-01;
106;PGW007;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
70;PGW007;JB01;GAJI POKOK;2010000.0;2020-01-01;
336;PGW007;JB01;GAJI POKOK;1005000.0;2000-01-01;2010-12-31
372;PGW006;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
611;PGW006;JB02;GAJI POKOK;6010000.0;2020-01-01;
669;PGW006;JB02;GAJI POKOK;9000000.0;2011-01-01;2019-12-31
1061;PGW005;JB03;GAJI POKOK;5005000.0;2020-01-01;
751;PGW005;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
458;PGW005;JB01;GAJI POKOK;1000000.0;2011-01-01;2019-12-31
637;PGW004;JB02;GAJI POKOK;3000000.0;2011-01-01;2019-12-31
118;PGW004;JB01;GAJI POKOK;3015000.0;2000-01-01;2010-12-31
1331;PGW004;JB03;GAJI POKOK;5005000.0;2020-01-01;
181;PGW003;JB01;GAJI POKOK;3015000.0;2020-01-01;
311;PGW003;JB01;GAJI POKOK;2010000.0;2000-01-01;2010-12-31
1346;PGW003;JB03;GAJI POKOK;1.0E7;2011-01-01;2019-12-31
952;PGW002;JB03;GAJI POKOK;5005000.0;2000-01-01;2010-12-31
606;PGW002;JB02;GAJI POKOK;6010000.0;2020-01-01;
1303;PGW002;JB03;GAJI POKOK;1.5E7;2011-01-01;2019-12-31
1309;PGW001;JB03;GAJI POKOK;1.5015E7;2020-01-01;
588;PGW001;JB02;GAJI POKOK;3005000.0;2000-01-01;2010-12-31
1596;PGW001;JB04;GAJI POKOK;8000000.0;2011-01-01;2019-12-31
1491;PGW200;JB04;KOMUNIKASI;20400.0;2011-01-01;2019-12-31
1328;PGW200;JB03;KOMUNIKASI;450000.0;2020-01-01;
1020;PGW200;JB03;KOMUNIKASI;150050.0;2000-01-01;2010-12-31
1667;PGW199;JB04;KOMUNIKASI;20000.0;2020-01-01;
357;PGW199;JB01;KOMUNIKASI;100800.0;2011-01-01;2019-12-31
1249;PGW199;JB03;KOMUNIKASI;450150.0;2000-01-01;2010-12-31
988;PGW198;JB03;KOMUNIKASI;450000.0;2020-01-01;
1428;PGW198;JB04;KOMUNIKASI;20050.0;2000-01-01;2010-12-31
592;PGW198;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
1149;PGW197;JB03;KOMUNIKASI;300800.0;2011-01-01;2019-12-31
308;PGW197;JB01;KOMUNIKASI;150000.0;2020-01-01;
1227;PGW197;JB03;KOMUNIKASI;150050.0;2000-01-01;2010-12-31
927;PGW196;JB03;KOMUNIKASI;150400.0;2011-01-01;2019-12-31
1011;PGW196;JB03;KOMUNIKASI;150000.0;2020-01-01;
1465;PGW196;JB04;KOMUNIKASI;80200.0;2000-01-01;2010-12-31
1579;PGW195;JB04;KOMUNIKASI;60000.0;2020-01-01;
353;PGW195;JB01;KOMUNIKASI;151200.0;2011-01-01;2019-12-31
1268;PGW195;JB03;KOMUNIKASI;450150.0;2000-01-01;2010-12-31
442;PGW194;JB01;KOMUNIKASI;151200.0;2011-01-01;2019-12-31
321;PGW194;JB01;KOMUNIKASI;50000.0;2020-01-01;
230;PGW194;JB01;KOMUNIKASI;150150.0;2000-01-01;2010-12-31
1367;PGW193;JB03;KOMUNIKASI;451200.0;2011-01-01;2019-12-31
917;PGW193;JB03;KOMUNIKASI;150000.0;2020-01-01;
1260;PGW193;JB03;KOMUNIKASI;300100.0;2000-01-01;2010-12-31
545;PGW192;JB02;KOMUNIKASI;300150.0;2000-01-01;2010-12-31
1218;PGW192;JB03;KOMUNIKASI;451200.0;2011-01-01;2019-12-31
1327;PGW192;JB03;KOMUNIKASI;150000.0;2020-01-01;
83;PGW191;JB01;KOMUNIKASI;100800.0;2011-01-01;2019-12-31
851;PGW191;JB02;KOMUNIKASI;300000.0;2020-01-01;
539;PGW191;JB02;KOMUNIKASI;200100.0;2000-01-01;2010-12-31
1646;PGW190;JB04;KOMUNIKASI;60000.0;2020-01-01;
732;PGW190;JB02;KOMUNIKASI;100400.0;2011-01-01;2019-12-31
430;PGW190;JB01;KOMUNIKASI;150150.0;2000-01-01;2010-12-31
197;PGW189;JB01;KOMUNIKASI;50400.0;2011-01-01;2019-12-31
216;PGW189;JB01;KOMUNIKASI;150150.0;2000-01-01;2010-12-31
1622;PGW189;JB04;KOMUNIKASI;80000.0;2020-01-01;
1468;PGW188;JB04;KOMUNIKASI;20000.0;2020-01-01;
1566;PGW188;JB04;KOMUNIKASI;20050.0;2000-01-01;2010-12-31
468;PGW188;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
522;PGW187;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
1741;PGW187;JB04;KOMUNIKASI;80200.0;2000-01-01;2010-12-31
903;PGW187;JB03;KOMUNIKASI;450000.0;2020-01-01;
686;PGW186;JB02;KOMUNIKASI;300000.0;2020-01-01;
971;PGW186;JB03;KOMUNIKASI;150400.0;2011-01-01;2019-12-31
431;PGW186;JB01;KOMUNIKASI;150150.0;2000-01-01;2010-12-31
7;PGW185;JB01;KOMUNIKASI;50050.0;2000-01-01;2010-12-31
227;PGW185;JB01;KOMUNIKASI;150000.0;2020-01-01;
265;PGW185;JB01;KOMUNIKASI;100800.0;2011-01-01;2019-12-31
1443;PGW184;JB04;KOMUNIKASI;40000.0;2020-01-01;
1791;PGW184;JB04;KOMUNIKASI;61200.0;2011-01-01;2019-12-31
969;PGW184;JB03;KOMUNIKASI;150050.0;2000-01-01;2010-12-31
1133;PGW183;JB03;KOMUNIKASI;300000.0;2020-01-01;
470;PGW183;JB02;KOMUNIKASI;300150.0;2000-01-01;2010-12-31
1704;PGW183;JB04;KOMUNIKASI;40800.0;2011-01-01;2019-12-31
1080;PGW182;JB03;KOMUNIKASI;150400.0;2011-01-01;2019-12-31
750;PGW182;JB02;KOMUNIKASI;200100.0;2000-01-01;2010-12-31
1043;PGW182;JB03;KOMUNIKASI;450000.0;2020-01-01;
935;PGW181;JB03;KOMUNIKASI;450000.0;2020-01-01;
680;PGW181;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
866;PGW181;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
1553;PGW180;JB04;KOMUNIKASI;40000.0;2020-01-01;
619;PGW180;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
881;PGW180;JB02;KOMUNIKASI;200800.0;2011-01-01;2019-12-31
553;PGW179;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
183;PGW179;JB01;KOMUNIKASI;50000.0;2020-01-01;
1012;PGW179;JB03;KOMUNIKASI;300100.0;2000-01-01;2010-12-31
403;PGW178;JB01;KOMUNIKASI;50000.0;2020-01-01;
196;PGW178;JB01;KOMUNIKASI;50050.0;2000-01-01;2010-12-31
1716;PGW178;JB04;KOMUNIKASI;61200.0;2011-01-01;2019-12-31
931;PGW177;JB03;KOMUNIKASI;150400.0;2011-01-01;2019-12-31
1385;PGW177;JB04;KOMUNIKASI;80200.0;2000-01-01;2010-12-31
1676;PGW177;JB04;KOMUNIKASI;60000.0;2020-01-01;
738;PGW176;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
767;PGW176;JB02;KOMUNIKASI;200800.0;2011-01-01;2019-12-31
1740;PGW176;JB04;KOMUNIKASI;80000.0;2020-01-01;
18;PGW175;JB01;KOMUNIKASI;151200.0;2011-01-01;2019-12-31
613;PGW175;JB02;KOMUNIKASI;200100.0;2000-01-01;2010-12-31
167;PGW175;JB01;KOMUNIKASI;150000.0;2020-01-01;
709;PGW174;JB02;KOMUNIKASI;200100.0;2000-01-01;2010-12-31
698;PGW174;JB02;KOMUNIKASI;100400.0;2011-01-01;2019-12-31
1116;PGW174;JB03;KOMUNIKASI;150000.0;2020-01-01;
1185;PGW173;JB03;KOMUNIKASI;300100.0;2000-01-01;2010-12-31
821;PGW173;JB02;KOMUNIKASI;300000.0;2020-01-01;
1217;PGW173;JB03;KOMUNIKASI;300800.0;2011-01-01;2019-12-31
412;PGW172;JB01;KOMUNIKASI;100800.0;2011-01-01;2019-12-31
590;PGW172;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
261;PGW172;JB01;KOMUNIKASI;100000.0;2020-01-01;
1455;PGW171;JB04;KOMUNIKASI;40800.0;2011-01-01;2019-12-31
1568;PGW171;JB04;KOMUNIKASI;60000.0;2020-01-01;
824;PGW171;JB02;KOMUNIKASI;300150.0;2000-01-01;2010-12-31
826;PGW170;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
427;PGW170;JB01;KOMUNIKASI;50400.0;2011-01-01;2019-12-31
240;PGW170;JB01;KOMUNIKASI;100000.0;2020-01-01;
891;PGW169;JB02;KOMUNIKASI;100000.0;2020-01-01;
1608;PGW169;JB04;KOMUNIKASI;40800.0;2011-01-01;2019-12-31
449;PGW169;JB01;KOMUNIKASI;100100.0;2000-01-01;2010-12-31
1021;PGW168;JB03;KOMUNIKASI;451200.0;2011-01-01;2019-12-31
1469;PGW168;JB04;KOMUNIKASI;20050.0;2000-01-01;2010-12-31
1193;PGW168;JB03;KOMUNIKASI;300000.0;2020-01-01;
1677;PGW167;JB04;KOMUNIKASI;61200.0;2011-01-01;2019-12-31
169;PGW167;JB01;KOMUNIKASI;100100.0;2000-01-01;2010-12-31
1589;PGW167;JB04;KOMUNIKASI;80000.0;2020-01-01;
1642;PGW166;JB04;KOMUNIKASI;60000.0;2020-01-01;
805;PGW166;JB02;KOMUNIKASI;301200.0;2011-01-01;2019-12-31
1462;PGW166;JB04;KOMUNIKASI;40100.0;2000-01-01;2010-12-31
447;PGW165;JB01;KOMUNIKASI;100800.0;2011-01-01;2019-12-31
1159;PGW165;JB03;KOMUNIKASI;450000.0;2020-01-01;
422;PGW165;JB01;KOMUNIKASI;100100.0;2000-01-01;2010-12-31
530;PGW164;JB02;KOMUNIKASI;100000.0;2020-01-01;
8;PGW164;JB01;KOMUNIKASI;50400.0;2011-01-01;2019-12-31
1391;PGW164;JB04;KOMUNIKASI;20050.0;2000-01-01;2010-12-31
614;PGW163;JB02;KOMUNIKASI;100400.0;2011-01-01;2019-12-31
836;PGW163;JB02;KOMUNIKASI;100050.0;2000-01-01;2010-12-31
1308;PGW163;JB03;KOMUNIKASI;150000.0;2020-01-01;
178;PGW162;JB01;KOMUNIKASI;150000.0;2020-01-01;
899;PGW162;JB02;KOMUNIKASI;300150.0;2000-01-01;2010-12-31
1387;PGW162;JB04;KOMUNIKASI;40800.0;2011-01-01;2019-12-31
343;PGW161;JB01;KOMUNIKASI;150000.0;2020-01-01;
1482;PGW161;JB04;KOMUNIKASI;61200.0;2011-01-01;2019-12-31
185;PGW161;JB01;KOMUNIKASI;150150.0;2000-01-01;2010-12-31
298;PGW160;JB01;KOMUNIKASI;50000.0;2020-01-01;
200;PGW160;JB01;KOMUNIKASI;100100.0;2000-01-01;2010-12-31
